Date,Open,High,Low,Close,Adj Close,Volume
3/19/2015,1171.599976,1171.599976,1159.300049,1169.099976,1169.099976,39
3/20/2015,1171,1185.400024,1171,1184.800049,1184.800049,54
3/23/2015,1181.599976,1188,1181.199951,1188,1188,5
3/24/2015,1188,1193,1186,1191.699951,1191.699951,411
3/25/2015,1192.5,1199.199951,1192.5,1197.300049,1197.300049,11
3/26/2015,1198.199951,1213.699951,1198.199951,1205.099976,1205.099976,68
3/27/2015,1197,1199.800049,1196.300049,1199.800049,1199.800049,172260
3/30/2015,1198,1198.5,1181.599976,1184.800049,1184.800049,37990
3/31/2015,1185.800049,1190.099976,1178.199951,1183.099976,1183.099976,3409
4/1/2015,1182.900024,1208.199951,1181,1208.099976,1208.099976,1632
4/2/2015,1204,1205.699951,1194.800049,1200.900024,1200.900024,1684
4/6/2015,1209.900024,1224.199951,1209.900024,1218.599976,1218.599976,343
4/7/2015,1214.800049,1214.800049,1208.199951,1210.599976,1210.599976,406
4/8/2015,1208.900024,1211.400024,1197.599976,1203.099976,1203.099976,236
4/9/2015,1201.699951,1202.5,1193,1193.599976,1193.599976,521
4/10/2015,1195.800049,1209.599976,1195.800049,1204.599976,1204.599976,202
4/13/2015,1208.099976,1208.099976,1198.300049,1199.300049,1199.300049,424
4/14/2015,1198.800049,1200.599976,1184.099976,1192.800049,1192.800049,546
4/15/2015,1194.599976,1203.099976,1188.599976,1201.5,1201.5,196
4/16/2015,1204.300049,1208.5,1194.599976,1198,1198,199
4/17/2015,1200.199951,1206,1200.199951,1202.900024,1202.900024,21
4/20/2015,1205.699951,1206.900024,1191,1193.5,1193.5,67
4/21/2015,1193.199951,1202.900024,1192.800049,1202.900024,1202.900024,33
4/22/2015,1199.099976,1202.599976,1185.199951,1186.900024,1186.900024,93
4/23/2015,1187.199951,1197,1186.099976,1194.400024,1194.400024,331
4/24/2015,1192.300049,1194.699951,1174.599976,1175.199951,1175.199951,52
4/27/2015,1182.300049,1206.699951,1181.400024,1203.300049,1203.300049,194
4/28/2015,1199.699951,1214,1199.699951,1214,1214,401
4/29/2015,1211.199951,1212.599976,1201.900024,1209.800049,1209.800049,114
4/30/2015,1203.099976,1205.900024,1176.699951,1182.400024,1182.400024,143
5/1/2015,1178.099976,1178.099976,1170,1174.5,1174.5,23
5/4/2015,1177.5,1189.400024,1177.5,1186.800049,1186.800049,38
5/5/2015,1187.5,1198.699951,1186.900024,1193.199951,1193.199951,48
5/6/2015,1194.5,1194.599976,1189.900024,1190.300049,1190.300049,14
5/7/2015,1181.5,1186,1179.699951,1182.400024,1182.400024,44
5/8/2015,1183.300049,1189.099976,1182.900024,1189.099976,1189.099976,51
5/11/2015,1189.699951,1190.5,1179.300049,1183.199951,1183.199951,26
5/12/2015,1194.599976,1194.800049,1189.699951,1192.599976,1192.599976,10
