"Date","APPL","NASDAQ","WTI","Gold","Copper","TNYR","DXY","CQQQ","CAC40"
2016-04-07,25.238501,4848.370117,37.259998,1236.199951,2.0745,1.691,94.480003,32.55323,4245.910156
2016-04-08,25.266407,4850.689941,39.720001,1242.5,2.0865,1.72,94.239998,32.68771,4303.120117
2016-04-11,25.350115,4833.399902,40.360001,1256.699951,2.0885,1.724,93.949997,32.947056,4312.629883
2016-04-12,25.680305,4872.089844,42.169998,1259.400024,2.145,1.781,93.959999,33.321678,4345.910156
2016-04-13,26.052345,4947.419922,41.759998,1246.800049,2.1675,1.762,94.739998,33.936432,4490.310059
2016-04-14,26.066298,4945.890137,41.5,1225,2.171,1.781,94.900002,33.926826,4511.509766
2016-04-15,25.543112,4938.220215,40.360001,1233.099976,2.152,1.752,94.699997,33.648266,4495.169922
2016-04-18,24.992023,4960.02002,39.779999,1233.599976,2.164,1.773,94.489998,33.946037,4506.839844
2016-04-19,24.859484,4940.330078,41.080002,1253,2.223,1.783,93.980003,33.946037,4566.47998
2016-04-20,24.910643,4948.129883,42.630001,1253.199951,2.242,1.854,94.489998,33.753929,4591.919922
2016-04-21,24.640911,4945.890137,43.18,1249,2.252,1.87,94.599998,33.369705,4582.830078
2016-04-22,24.573479,4906.22998,43.73,1228.699951,2.269,1.888,95.120003,33.283253,4569.660156
2016-04-25,24.43396,4895.790039,42.639999,1238.900024,2.2585,1.902,94.839996,33.043118,4546.120117
2016-04-26,24.264212,4888.279785,44.040001,1242.199951,2.2485,1.931,94.57,33.129566,4533.180176
2016-04-27,22.745811,4863.140137,45.330002,1249.199951,2.2205,1.86,94.389999,33.167988,4559.399902
2016-04-28,22.050558,4805.290039,46.029999,1265.5,2.2245,1.838,93.760002,32.822182,4557.359863
2016-04-29,21.7971,4775.359863,45.919998,1289.199951,2.279,1.819,93.080002,32.678104,4428.959961
2016-05-02,21.773848,4817.589844,44.779999,1294.699951,2.2615,1.865,92.629997,32.437969,4442.75
2016-05-03,22.131937,4763.220215,43.650002,1290.699951,2.2145,1.8,92.940002,31.880842,4371.97998
2016-05-04,21.901741,4725.640137,43.779999,1273.300049,2.183,1.784,93.18,31.957687,4324.22998
2016-05-05,21.81284,4717.089844,44.32,1271.400024,2.151,1.747,93.779999,31.94808,4319.459961
2016-05-06,21.691189,4736.160156,44.66,1292.900024,2.151,1.779,93.889999,31.91926,4301.240234
2016-05-09,21.707569,4750.209961,43.439999,1265.599976,2.104,1.76,94.150002,30.987524,4322.810059
2016-05-10,21.854948,4809.879883,44.66,1263.900024,2.09,1.76,94.290001,31.487013,4338.209961
2016-05-11,21.642059,4760.689941,46.23,1274.599976,2.101,1.737,93.82,31.30451,4316.669922
2016-05-12,21.134403,4737.330078,46.700001,1270.300049,2.073,1.757,94.139999,31.035557,4293.27002
2016-05-13,21.176514,4717.680176,46.209999,1271.900024,2.075,1.705,94.610001,30.881868,4319.990234
2016-05-16,21.962561,4775.459961,47.720001,1273.400024,2.091,1.753,94.57,31.611887,4312.279785
2016-05-17,21.871321,4715.72998,48.310001,1276.199951,2.092,1.759,94.550003,31.554251,4297.569824
2016-05-18,22.121643,4739.120117,48.189999,1273.699951,2.0815,1.88,95.080002,31.352537,4319.299805
2016-05-19,22.037428,4712.529785,48.16,1254.199951,2.063,1.845,95.290001,30.862654,4282.540039
2016-05-20,22.276043,4769.560059,47.75,1252.400024,2.0585,1.849,95.309998,31.179636,4353.899902
2016-05-23,22.559116,4765.779785,48.080002,1251.099976,2.0575,1.838,95.230003,31.342934,4325.100098
2016-05-24,22.903015,4861.060059,48.619999,1228.900024,2.0695,1.859,95.57,31.957687,4431.52002
2016-05-25,23.305397,4894.890137,49.560001,1223.5,2.105,1.87,95.349998,31.91926,4481.640137
2016-05-26,23.490213,4901.77002,49.48,1220.099976,2.1065,1.823,95.169998,31.94808,4512.640137
2016-05-27,23.476171,4933.5,49.330002,1213.800049,2.114,1.851,95.519997,32.341911,4514.740234
2016-05-31,23.361542,4948.049805,49.099998,1214.800049,2.0975,1.834,95.889999,32.97588,4505.620117
2016-06-01,23.034023,4952.25,49.009998,1211.900024,2.0725,1.846,95.459999,32.437969,4475.390137
2016-06-02,22.860905,4971.359863,49.169998,1209.800049,2.0695,1.811,95.559998,32.55323,4466
2016-06-03,22.907692,4942.52002,48.619999,1240.099976,2.112,1.704,94.029999,32.485992,4421.779785
2016-06-06,23.07379,4968.709961,49.689999,1244.599976,2.117,1.723,93.900002,32.860611,4423.379883
2016-06-07,23.16737,4961.75,50.360001,1244.400024,2.051,1.713,93.830002,33.158382,4475.859863
2016-06-08,23.146317,4974.640137,51.23,1259.800049,2.0625,1.706,93.589996,32.851006,4448.72998
2016-06-09,23.312412,4958.620117,50.560001,1270.199951,2.04,1.68,94.099998,32.543629,4405.609863
2016-06-10,23.120579,4894.549805,49.07,1273.400024,2.0315,1.639,94.599998,31.640703,4306.720215
2016-06-13,22.772001,4848.439941,48.880001,1284.400024,2.0575,1.616,94.370003,31.640703,4227.02002
2016-06-14,22.800076,4843.549805,48.490002,1285.599976,2.0445,1.611,94.93,31.38135,4130.330078
2016-06-15,22.725216,4834.930176,48.009998,1285.800049,2.0935,1.596,94.610001,31.746368,4171.580078
2016-06-16,22.821135,4844.919922,46.209999,1296.099976,2.05,1.564,94.57,31.650311,4153.009766
2016-06-17,22.301785,4800.339844,47.98,1292.5,2.0525,1.618,94.209999,31.496622,4193.830078
2016-06-20,22.247978,4837.209961,49.369999,1290,2.0935,1.67,93.610001,31.996109,4340.759766
2016-06-21,22.437468,4843.759766,48.849998,1270.5,2.1165,1.697,94.019997,31.938478,4367.240234
2016-06-22,22.353247,4833.319824,49.130001,1268,2.1355,1.685,93.720001,32.082561,4380.029785
2016-06-23,22.481915,4910.040039,50.110001,1261.199951,2.1635,1.739,93.529999,32.322697,4465.899902
2016-06-24,21.850271,4707.97998,47.639999,1320,2.112,1.579,95.449997,31.275696,4106.72998
2016-06-27,21.53211,4594.439941,46.330002,1322.5,2.1265,1.46,96.540001,30.670544,4030.300049
2016-06-28,21.894722,4691.870117,47.849998,1315.300049,2.17,1.461,96.25,31.458199,4088.850098
2016-06-29,22.084213,4779.25,49.880001,1323.900024,2.1835,1.477,95.769997,31.9769,4195.319824
2016-06-30,22.364946,4842.669922,48.330002,1318.400024,2.1945,1.488,96.139999,32.284279,4237.47998
2016-07-01,22.432791,4862.569824,48.990002,1336.699951,2.215,1.456,95.650002,32.447571,4273.959961
2016-07-05,22.222239,4822.899902,46.599998,1356.400024,2.1815,1.367,96.169998,31.852026,4163.419922
2016-07-06,22.34857,4859.160156,47.43,1364.900024,2.1515,1.385,96.059998,31.727152,4085.300049
2016-07-07,22.444483,4876.810059,45.139999,1360.099976,2.1225,1.387,96.330002,31.91926,4117.850098
2016-07-08,22.617603,4956.759766,45.41,1356.599976,2.1185,1.366,96.300003,32.351517,4190.680176
2016-07-11,22.68778,4988.640137,44.759998,1355,2.147,1.434,96.57,33.043118,4264.529785
2016-07-12,22.790722,5022.819824,46.799999,1334.099976,2.211,1.513,96.440002,33.350494,4331.379883
2016-07-13,22.66205,5005.72998,44.75,1342.400024,2.238,1.468,96.220001,32.8414,4335.259766
2016-07-14,23.111225,5034.060059,45.68,1331.300049,2.241,1.531,96.080002,33.264046,4385.52002
2016-07-15,23.108885,5029.589844,45.950001,1326.5,2.2305,1.594,96.580002,33.004696,4372.509766
2016-07-18,23.354523,5055.779785,45.240002,1328.400024,2.234,1.587,96.559998,33.321678,4357.740234
2016-07-19,23.363882,5036.370117,44.650002,1331.5,2.2615,1.558,97.050003,32.927849,4330.129883
2016-07-20,23.384943,5089.930176,44.939999,1318.800049,2.252,1.58,97.199997,33.427334,4379.759766
2016-07-21,23.260948,5073.899902,44.75,1330.5,2.256,1.565,97,33.3601,4376.25
2016-07-22,23.080814,5100.160156,44.189999,1323.099976,2.234,1.57,97.470001,33.638657,4381.100098
2016-07-25,22.772001,5097.629883,43.130001,1319.300049,2.216,1.571,97.290001,33.408127,4388
2016-07-26,22.615261,5110.049805,42.919998,1320.699951,2.225,1.563,97.160004,33.878803,4394.77002
2016-07-27,24.084423,5139.810059,41.919998,1326.599976,2.185,1.515,97.050003,33.888405,4446.959961
2016-07-28,24.409603,5154.97998,41.139999,1332.300049,2.206,1.511,96.739998,33.74432,4420.580078
2016-07-29,24.379189,5162.129883,41.599998,1349,2.2205,1.458,95.529999,33.494576,4439.810059
2016-08-01,24.809647,5184.200195,40.060001,1351.400024,2.1965,1.496,95.709999,33.753929,4409.169922
2016-08-02,24.44236,5137.72998,39.509998,1364.400024,2.2065,1.537,95.059998,33.475368,4327.990234
2016-08-03,24.748821,5159.740234,40.830002,1356.099976,2.196,1.542,95.559998,33.782742,4321.080078
2016-08-04,24.901709,5166.25,41.93,1358.800049,2.174,1.503,95.760002,33.946037,4345.629883
2016-08-05,25.280399,5221.120117,41.799999,1336.400024,2.153,1.582,96.190002,34.589607,4410.549805
2016-08-08,25.489735,5213.140137,43.02,1333.400024,2.164,1.583,96.400002,34.848961,4415.459961
2016-08-09,25.593224,5225.47998,42.77,1339,2.1495,1.545,96.18,35.454109,4468.069824
2016-08-10,25.402708,5204.580078,41.709999,1344.300049,2.1705,1.509,95.650002,35.204369,4452.009766
2016-08-11,25.386244,5228.399902,43.490002,1342.5,2.19,1.573,95.860001,35.963207,4503.950195
2016-08-12,25.44504,5232.890137,44.490002,1335.800049,2.1405,1.515,95.720001,36.251369,4500.189941
2016-08-15,25.750818,5262.02002,45.740002,1340.300049,2.1515,1.553,95.629997,36.78928,4497.859863
2016-08-16,25.727297,5227.109863,46.580002,1350.5,2.172,1.576,94.790001,36.914154,4460.439941
2016-08-17,25.689667,5228.660156,46.790001,1342.699951,2.152,1.561,94.720001,36.702835,4417.680176
2016-08-18,25.656736,5240.149902,48.220001,1351.199951,2.167,1.536,94.160004,37.115871,4437.060059
2016-08-19,25.722595,5238.379883,48.52,1340.400024,2.1665,1.578,94.510002,37.192719,4400.52002
2016-08-22,25.522665,5244.600098,47.049999,1337.699951,2.14,1.539,94.519997,36.991001,4389.939941
2016-08-23,25.602634,5260.080078,48.099998,1340.599976,2.115,1.553,94.540001,36.962181,4421.450195
2016-08-24,25.409765,5217.689941,46.77,1324.400024,2.076,1.559,94.790001,36.597176,4435.470215
2016-08-25,25.301565,5212.200195,47.330002,1320.099976,2.0755,1.577,94.769997,36.491508,4406.609863
2016-08-26,25.153379,5218.919922,47.639999,1321.5,2.075,1.635,95.57,36.760464,4441.870117
2016-08-29,25.125162,5232.330078,46.98,1322.900024,2.0725,1.566,95.580002,37.394436,4424.25
2016-08-30,24.932287,5222.990234,46.349998,1311.699951,2.069,1.57,96.050003,37.730625,4457.490234
2016-08-31,24.955809,5213.220215,44.700001,1306.900024,2.0695,1.568,96.019997,37.538521,4438.220215
2016-09-01,25.103992,5227.209961,43.16,1312.199951,2.0685,1.57,95.650002,37.989975,4439.669922
2016-09-02,25.339201,5249.899902,44.439999,1322.099976,2.0715,1.596,95.879997,38.451042,4542.169922
2016-09-06,25.332144,5275.910156,44.830002,1349.400024,2.084,1.543,94.82,39.776611,4529.959961
2016-09-07,25.487383,5283.930176,45.5,1344.300049,2.093,1.541,94.959999,39.392384,4557.660156
2016-09-08,24.819384,5259.47998,47.619999,1336.800049,2.096,1.616,95.029999,39.757397,4542.200195
2016-09-09,24.257231,5125.910156,45.880001,1330.099976,2.0885,1.672,95.339996,38.623947,4491.399902
2016-09-12,24.80057,5211.890137,46.290001,1321,2.096,1.672,95.099998,38.902504,4439.799805
2016-09-13,25.390945,5155.25,44.900002,1319,2.0955,1.734,95.629997,38.335777,4387.180176
2016-09-14,26.289452,5173.77002,43.580002,1321.5,2.148,1.689,95.330002,38.595123,4370.259766
2016-09-15,27.183249,5249.689941,43.91,1313.5,2.152,1.703,95.290001,39.843845,4373.220215
2016-09-16,27.030363,5244.569824,43.029999,1305.800049,2.1515,1.701,96.110001,39.584503,4332.450195
2016-09-19,26.715181,5235.029785,43.299999,1313.5,2.149,1.696,95.839996,39.632526,4394.189941
2016-09-20,26.712826,5241.350098,43.439999,1313.699951,2.1555,1.688,96.019997,39.517262,4388.600098
2016-09-21,26.708122,5295.180176,45.34,1326.900024,2.145,1.668,95.660004,40.573875,4409.549805
2016-09-22,26.959799,5339.52002,46.32,1340.400024,2.1875,1.632,95.449997,40.814014,4509.819824
2016-09-23,26.510548,5305.75,44.48,1337.199951,2.1925,1.615,95.480003,40.24728,4488.689941
2016-09-26,26.550533,5257.490234,45.93,1339.699951,2.19,1.589,95.309998,39.32515,4407.850098
2016-09-27,26.599924,5305.709961,44.669998,1325.900024,2.1615,1.556,95.440002,40.064774,4398.680176
2016-09-28,26.802208,5318.549805,47.049999,1319.400024,2.1795,1.567,95.43,40.055176,4432.450195
2016-09-29,26.385885,5269.149902,47.830002,1321.699951,2.181,1.557,95.540001,39.824635,4443.839844
2016-09-30,26.590519,5312,48.240002,1313.300049,2.202,1.608,95.459999,40.01675,4448.259766
2016-10-03,26.465857,5300.870117,48.810001,1309,2.1835,1.622,95.75,40.01675,4453.560059
2016-10-04,26.578756,5289.660156,48.689999,1266.300049,2.1585,1.683,96.120003,39.738194,4503.089844
2016-10-05,26.590519,5316.02002,49.830002,1265.199951,2.156,1.716,96.129997,40.2761,4489.950195
2016-10-06,26.788094,5306.850098,50.439999,1249.800049,2.148,1.742,96.660004,40.324131,4480.100098
2016-10-07,26.828075,5292.399902,49.810001,1248.900024,2.1565,1.736,96.519997,39.959114,4449.910156
2016-10-11,27.354954,5246.790039,50.790001,1253,2.1785,1.759,97.699997,39.728584,4471.740234
2016-10-12,27.599573,5239.02002,50.18,1251.099976,2.1695,1.778,97.970001,39.795818,4452.240234
2016-10-13,27.514896,5213.330078,50.439999,1255,2.115,1.738,97.519997,39.133041,4405.169922
2016-10-14,27.66778,5214.160156,50.349998,1253.099976,2.1035,1.794,98.019997,39.296333,4470.919922
2016-10-17,27.648966,5199.819824,49.939999,1254.400024,2.0995,1.766,97.889999,39.19067,4450.22998
2016-10-18,27.63015,5243.839844,50.290001,1260.800049,2.098,1.749,97.900002,39.70937,4508.910156
2016-10-19,27.547821,5246.410156,51.599998,1267.900024,2.097,1.752,97.870003,39.738194,4520.299805
2016-10-20,27.533712,5241.830078,50.43,1265.599976,2.0905,1.747,98.32,39.661343,4540.120117
2016-10-21,27.425516,5257.399902,50.849998,1265.900024,2.0835,1.74,98.699997,39.507652,4536.069824
2016-10-24,27.672491,5309.830078,50.52,1262,2.0875,1.763,98.669998,39.555683,4552.580078
2016-10-25,27.813614,5283.399902,49.959999,1271.900024,2.1325,1.758,98.720001,39.584503,4540.839844
2016-10-26,27.187952,5250.27002,49.18,1264.800049,2.1395,1.79,98.629997,39.017773,4534.589844
2016-10-27,26.926868,5215.970215,49.720001,1267.900024,2.1655,1.843,98.889999,38.96014,4533.569824
2016-10-28,26.748108,5190.100098,48.700001,1275.5,2.1885,1.845,98.349998,38.547104,4548.580078
2016-10-31,26.705769,5189.140137,46.860001,1271.5,2.2005,1.834,98.449997,37.980373,4509.259766
2016-11-01,26.223593,5153.580078,46.669998,1286.400024,2.2245,1.82,97.699997,37.769051,4470.279785
2016-11-02,26.24711,5105.569824,45.34,1306.800049,2.226,1.799,97.400002,37.259956,4414.669922
2016-11-03,25.965776,5058.410156,44.66,1302.099976,2.2445,1.812,97.160004,37.221531,4411.680176
2016-11-04,25.73172,5046.370117,44.07,1303.300049,2.261,1.783,97.07,36.952579,4377.459961
2016-11-07,26.1029,5166.169922,44.889999,1278.300049,2.3065,1.828,97.779999,37.970768,4461.209961
2016-11-08,26.256563,5193.490234,44.98,1273.400024,2.379,1.862,97.860001,37.845898,4476.890137
2016-11-09,26.214012,5251.069824,45.27,1272.599976,2.459,2.072,98.5,37.567333,4543.47998
2016-11-10,25.483482,5208.799805,44.66,1265.5,2.5495,2.117,98.790001,36.68362,4530.950195
2016-11-14,24.991735,5218.399902,43.32,1221.199951,2.5185,2.222,100.110001,35.444508,4508.549805
2016-11-15,25.322718,5275.620117,45.810001,1224,2.502,2.238,100.190002,35.88636,4536.529785
2016-11-16,26.003603,5294.580078,45.57,1223.400024,2.465,2.223,100.410004,36.184128,4501.140137
2016-11-17,25.994146,5333.970215,45.419998,1216.5,2.4875,2.276,100.889999,36.260979,4527.77002
2016-11-18,26.020147,5321.509766,45.689999,1208.5,2.464,2.335,101.209999,36.43388,4504.350098
2016-11-21,26.414972,5368.859863,47.490002,1209.599976,2.5125,2.339,101.050003,36.472301,4529.580078
2016-11-22,26.431519,5386.350098,48.029999,1211,2.5425,2.321,101.040001,36.866131,4548.350098
2016-11-23,26.296761,5380.680176,47.959999,1189.099976,2.606,2.357,101.699997,36.808495,4529.209961
2016-11-25,26.429152,5398.919922,46.060001,1178.199951,2.667,2.372,101.489998,36.741253,4550.27002
2016-11-28,26.37714,5368.810059,47.080002,1190.599976,2.656,2.32,101.330002,36.952579,4510.390137
2016-11-29,26.351133,5379.919922,45.23,1187.900024,2.595,2.302,100.93,36.981392,4551.459961
2016-11-30,26.128902,5323.680176,49.439999,1170.800049,2.6215,2.368,101.5,36.78928,4578.339844
2016-12-01,25.885395,5251.109863,51.060001,1166.900024,2.6315,2.441,101.040001,35.761486,4560.609863
2016-12-02,25.982323,5255.649902,51.68,1175.099976,2.615,2.39,100.769997,35.646221,4528.819824
2016-12-05,25.795553,5308.890137,51.790001,1174,2.689,2.387,100.139999,35.847935,4574.319824
2016-12-06,25.994146,5333,50.93,1167.599976,2.672,2.396,100.489998,35.723068,4631.939941
2016-12-07,26.249474,5393.759766,49.77,1175,2.637,2.347,100.230003,35.982414,4694.720215
2016-12-08,26.507175,5417.359863,50.84,1169.800049,2.62,2.387,101.07,36.020836,4735.47998
2016-12-09,26.939817,5444.5,51.5,1159.400024,2.642,2.464,101.57,35.905571,4764.069824
2016-12-12,26.786144,5412.540039,52.830002,1163.5,2.613,2.479,100.959999,34.983437,4760.77002
2016-12-13,27.232977,5463.830078,52.98,1156.699951,2.593,2.481,101.029999,35.319637,4803.870117
2016-12-14,27.232977,5436.669922,51.040001,1161.300049,2.6,2.525,102,34.820145,4769.240234
2016-12-15,27.381918,5456.850098,50.900002,1127.800049,2.596,2.58,103.129997,34.38789,4819.22998
2016-12-16,27.417383,5437.160156,51.900002,1135.300049,2.561,2.597,102.949997,34.368683,4833.27002
2016-12-19,27.575779,5457.439941,52.119999,1140.5,2.4965,2.542,103.139999,34.243813,4822.77002
2016-12-20,27.649071,5483.939941,52.23,1131.5,2.4995,2.568,103.290001,34.29184,4849.890137
2016-12-21,27.675074,5471.430176,52.490002,1131.099976,2.4915,2.546,103.019997,34.224602,4833.819824
2016-12-22,27.493036,5447.419922,52.950001,1128.800049,2.4945,2.553,103.089996,34.109325,4834.629883
2016-12-23,27.547411,5462.689941,53.02,1131.900024,2.4725,2.543,103.010002,34.104446,4839.680176
2016-12-27,27.722363,5487.439941,53.900002,1137.300049,2.508,2.563,103.019997,34.299831,4848.279785
2016-12-28,27.604153,5438.560059,54.060001,1139.400024,2.495,2.506,103.260002,34.338909,4848.009766
2016-12-29,27.597061,5432.089844,53.77,1156.400024,2.479,2.477,102.68,34.729679,4838.470215
2016-12-30,27.381918,5383.120117,53.720001,1150,2.4975,2.446,102.389999,34.456139,4862.310059
2017-01-03,27.459938,5429.080078,52.330002,1160.400024,2.481,2.45,103.209999,34.827374,4899.330078
2017-01-04,27.429203,5477,53.259998,1163.800049,2.548,2.452,102.699997,35.726139,4899.399902
2017-01-05,27.568691,5487.939941,53.759998,1179.699951,2.5295,2.368,101.519997,36.624916,4900.640137
2017-01-06,27.87603,5521.060059,53.990002,1171.900024,2.538,2.418,102.220001,36.390453,4909.839844
2017-01-09,28.131361,5531.819824,51.959999,1183.5,2.53,2.376,101.93,36.986378,4887.569824
2017-01-10,28.159733,5551.819824,50.82,1184.199951,2.6035,2.379,102.010002,37.318527,4888.22998
2017-01-11,28.311039,5563.649902,52.25,1195.599976,2.601,2.37,101.779999,37.318527,4888.709961
2017-01-12,28.192831,5547.490234,53.009998,1198.900024,2.6605,2.361,101.349998,37.142681,4863.970215
2017-01-13,28.143188,5574.120117,52.369999,1195.300049,2.6805,2.38,101.18,37.33807,4922.490234
2017-01-17,28.37015,5538.72998,52.48,1212,2.6165,2.327,100.330002,37.318527,4859.689941
2017-01-18,28.367781,5555.649902,51.080002,1211.300049,2.608,2.389,100.93,37.367371,4853.399902
2017-01-19,28.318136,5540.080078,51.369999,1200.900024,2.6015,2.459,101.150002,37.230606,4841.140137
2017-01-20,28.37015,5555.330078,52.419998,1204.300049,2.617,2.467,100.739998,37.269684,4850.669922
2017-01-23,28.389057,5552.939941,52.75,1215,2.6395,2.403,100.160004,37.465069,4821.410156
2017-01-24,28.363052,5600.959961,53.18,1210.300049,2.7005,2.471,100.349998,38.041451,4830.029785
2017-01-25,28.81461,5656.339844,52.75,1197.300049,2.7025,2.523,100.029999,38.187992,4877.669922
2017-01-26,28.828796,5655.180176,53.779999,1189.5,2.666,2.508,100.379997,38.471298,4867.240234
2017-01-27,28.83116,5660.779785,53.169998,1188.099976,2.68,2.481,100.529999,38.285686,4839.97998
2017-01-30,28.755507,5613.709961,52.630001,1193.199951,2.6475,2.483,100.43,37.699532,4784.640137
2017-01-31,28.689308,5614.790039,52.810001,1208.599976,2.7215,2.451,99.510002,37.943764,4748.899902
2017-02-01,30.438799,5642.649902,53.880001,1205.599976,2.7045,2.474,99.639999,37.914452,4794.580078
2017-02-02,30.386791,5636.200195,53.540001,1216.699951,2.678,2.47,99.849998,38.090302,4794.290039
2017-02-03,30.516821,5666.77002,53.830002,1218.5,2.6095,2.491,99.870003,38.314995,4825.419922
2017-02-06,30.802887,5663.549805,53.009998,1230,2.6455,2.413,99.910004,38.393147,4778.080078
2017-02-07,31.096045,5674.220215,52.169998,1234.199951,2.626,2.389,100.260002,38.686222,4754.470215
2017-02-08,31.216612,5682.450195,52.34,1237.599976,2.6605,2.351,100.279999,39.321224,4766.600098
2017-02-09,31.442188,5715.180176,53,1235.099976,2.648,2.395,100.650002,39.663143,4826.240234
2017-02-10,31.370947,5734.129883,53.860001,1234.400024,2.762,2.409,100.800003,39.418922,4828.319824
2017-02-13,31.648762,5763.959961,52.93,1224.400024,2.7765,2.434,100.959999,39.897614,4888.189941
2017-02-14,32.059544,5782.569824,53.200001,1223.900024,2.731,2.47,101.25,39.946457,4895.819824
2017-02-15,32.175884,5819.439941,53.110001,1231.699951,2.736,2.502,101.18,40.337227,4924.859863
2017-02-16,32.137894,5814.899902,53.360001,1240,2.716,2.45,100.440002,40.376308,4899.459961
2017-02-17,32.225754,5838.580078,53.400002,1237.599976,2.7055,2.425,100.949997,40.083229,4867.580078
2017-02-21,32.458447,5865.950195,54.060001,1237.5,2.7455,2.427,101.370003,40.45446,4888.759766
2017-02-22,32.555794,5860.629883,53.59,1232,2.7325,2.418,101.330002,40.796379,4895.879883
2017-02-23,32.418076,5835.509766,54.450001,1250.199951,2.6425,2.388,101.050003,40.005074,4891.290039
2017-02-24,32.448948,5845.310059,53.990002,1256.900024,2.68,2.317,101.089996,39.50684,4845.240234
2017-02-27,32.513054,5861.899902,54.049999,1257.400024,2.6875,2.369,101.129997,39.760841,4845.180176
2017-02-28,32.527302,5825.439941,54.009998,1252.599976,2.704,2.358,101.120003,39.487305,4858.580078
2017-03-01,33.192142,5904.029785,53.830002,1248.900024,2.7265,2.463,101.779999,39.926918,4960.830078
2017-03-02,32.995064,5861.220215,52.610001,1231.900024,2.6795,2.489,102.199997,39.252842,4963.799805
2017-03-03,33.189762,5870.75,53.330002,1225.5,2.687,2.492,101.540001,39.301689,4995.129883
2017-03-06,33.085289,5849.180176,53.200001,1224.5,2.643,2.494,101.639999,39.702221,4972.189941
2017-03-07,33.128029,5833.930176,53.139999,1215.099976,2.6095,2.511,101.809998,39.418922,4955
2017-03-08,33.004562,5837.549805,50.279999,1208.5,2.592,2.552,102.07,39.624077,4960.47998
2017-03-09,32.928577,5838.810059,49.279999,1202.400024,2.57,2.598,101.849998,39.145378,4981.509766
2017-03-10,33.037796,5861.72998,48.490002,1200.699951,2.5865,2.582,101.25,39.536152,4993.319824
2017-03-13,33.052044,5875.779785,48.400002,1202.400024,2.6165,2.608,101.379997,40.376308,4999.600098
2017-03-14,33.002182,5856.819824,47.720001,1201.900024,2.624,2.595,101.699997,39.926918,4974.259766
2017-03-15,33.351227,5900.049805,48.860001,1200.099976,2.6455,2.508,100.739998,40.513077,4985.47998
2017-03-16,33.405842,5900.759766,48.75,1226.5,2.6655,2.522,100.269997,40.933151,5013.379883
2017-03-17,33.239635,5901,48.779999,1229.800049,2.6795,2.501,100.300003,41.001537,5029.240234
2017-03-20,33.588676,5901.529785,48.220001,1233.599976,2.6555,2.473,100.410004,41.470463,5012.160156
2017-03-21,33.204002,5793.830078,47.34,1246.099976,2.61,2.436,99.809998,40.464226,5002.430176
2017-03-22,33.57917,5821.640137,48.040001,1249.300049,2.622,2.396,99.68,40.57169,4994.700195
2017-03-23,33.460449,5817.689941,47.700001,1246.900024,2.6365,2.418,99.760002,41.118771,5032.759766
2017-03-24,33.393963,5828.740234,47.970001,1248.199951,2.6235,2.4,99.629997,41.509541,5020.899902
2017-03-27,33.450958,5840.370117,47.73,1255.400024,2.625,2.373,99.169998,41.236,5017.430176
2017-03-28,34.144287,5875.140137,48.369999,1255.300049,2.669,2.409,99.709999,41.392307,5046.200195
2017-03-29,34.220264,5897.549805,49.509998,1253.400024,2.67,2.386,100,41.382538,5069.040039
2017-03-30,34.175156,5914.339844,50.349998,1245,2.665,2.416,100.410004,41.138302,5089.640137
2017-03-31,34.111042,5911.740234,50.599998,1247.300049,2.6465,2.396,100.349998,41.177383,5122.509766
2017-04-03,34.120541,5894.680176,50.240002,1250.800049,2.5975,2.35,100.540001,41.402077,5085.910156
2017-04-04,34.374607,5898.609863,51.029999,1255,2.606,2.35,100.540001,41.118771,5101.129883
2017-04-05,34.196522,5864.47998,51.150002,1245.400024,2.6755,2.357,100.559998,41.148075,5091.850098
2017-04-06,34.111042,5878.950195,51.700001,1250.300049,2.6555,2.343,100.669998,40.95269,5121.439941
2017-04-07,34.035061,5877.810059,52.240002,1254.300049,2.645,2.373,101.18,41.128536,5135.279785
2017-04-10,33.994701,5880.930176,53.080002,1251.099976,2.602,2.361,101.019997,41.284847,5107.450195
2017-04-11,33.629044,5866.77002,53.400002,1271.199951,2.606,2.298,100.709999,41.050388,5101.859863
2017-04-12,33.669403,5836.160156,53.110001,1275.300049,2.544,2.296,100.779999,40.923382,5101.109863
2017-04-13,33.491325,5805.149902,53.18,1285.900024,2.5695,2.232,100.559998,40.718231,5071.100098
2017-04-18,33.526943,5849.470215,52.41,1291.699951,2.529,2.179,99.5,40.386074,4990.25
2017-04-19,33.403461,5863.029785,50.439999,1281.400024,2.5335,2.202,99.739998,40.620541,5003.72998
2017-04-20,33.821369,5916.779785,50.27,1281.900024,2.541,2.241,99.779999,41.51931,5077.910156
2017-04-21,33.780998,5910.52002,49.619999,1287.400024,2.5365,2.237,99.980003,41.704918,5059.200195
2017-04-24,34.106297,5983.819824,49.23,1275.800049,2.5535,2.273,99.089996,42.017536,5268.850098
2017-04-25,34.317619,6025.490234,49.560001,1265.599976,2.582,2.327,98.82,42.603691,5277.879883
2017-04-26,34.115788,6025.22998,49.619999,1262.099976,2.591,2.311,98.959999,42.613461,5287.879883
2017-04-27,34.141903,6048.939941,48.970001,1263.699951,2.58,2.296,99.080002,42.750233,5271.700195
2017-04-28,34.108673,6047.609863,49.330002,1266.099976,2.5965,2.282,99.050003,42.955387,5267.330078
